,cluster_name,text
7863,2,红色的不到一厘米
13486,3,麻烦您给我微信吧 我加您
7652,2,红色的  像绿豆那么大
8055,0,李淑香
13039,6,什么疗法
2427,0,那是用药啊
10364,0,老年人73
3339,9,还需要检查什么？
11953,1,男孩，4个月
5132,3,能加微信吗
8384,7,您好 太阳穴有一个大一点的血管瘤，能激光手术吗？
12294,2,下生就有。有一点处凸起来
1261,2,红色    五毛钱硬币大小
1981,0,张志尚
12044,6,保守治疗怎么治
11079,0,有一点起色，今天听朋友说您那可以治疗，就问一下
9397,2,挺小的
8294,2,像是鼓出来的
10477,1,一个月时候发现的  现在四个月变淡了
5688,0,盘锦，今天在医院大夫说是这个病，让我联系这医院
8024,0,但是今年没了
1875,2,男性，红色
7681,1,5，6年之前我们在沈阳看过，并且做过动脉血管结杂手术，可是我们发现瘤体还在长，溃疡还是不见好
7582,2,长在前胸处。20天
9547,2,左眼旁边
4541,2,没有   乳头周围有红点子
998,6,你们一般通过什么方法治疗？？
5542,0,小草莓
5328,2,不大五毛钱硬币大小红色
2099,6,我想咨询一下这样的情况一般采取什么样的治疗方式呢
12017,2,还出血
11343,2,3毫米吧，圆的
4041,2,肝右夜
994,2,在右面
1203,2,长在皮肤里
11309,0,年头多
8786,2,男孩，鼓出来的
14276,6,我爱人女55岁，今天体检查出肝血管瘤58mm也没什么感觉，但咨询医生说超50mm得手术治疗，我想咨询你那有别的办法没？
13776,2,出生时医院说不长就没事，现在我看着好像长了，没有检查过
3937,2,卧脚上不知道什么情况
12671,0,海城市
2319,2,是女性，高出皮肤。
4919,2,这只眼睛有青光眼
7664,0,我以为是胎记
7722,2,宝宝刚满月，有一点点凸起
1789,0,一个多月
5040,0,才3个月
4317,2,后背靠左肩的位置
3203,2,肚脐上方长了血管瘤
8378,0,哦哦哦哦
2046,9,需要什么检查可以得知？
14057,2,鼻子右面鼻翼上
2818,6,是用灯烤吗
5653,0,说问题不大！
3971,2,肝，肾，眼睛，脖子
5998,6,咱们是微创介入治疗吗
1976,0,我距离您哪里有些远
13330,2,孩子，脸部下边淋巴线附近
14315,2,32岁嘴唇
540,2,肝血管瘤大人
2696,2,胸部两个月的宝宝
11529,4,检查费大约多少钱
12623,3,你加我微信1655918523
3745,2,红色！是的
335,2,有点爆皮
1997,0,小孩1岁半女孩
12819,1,十一岁，太概一个多月吧
3807,0,马祥博
14220,0,在丹东，说就是影响美观
10587,2,45，黄豆粒大小，黑色
2227,2,头后面
4835,2,屁股到腿红
1498,2,我家宝宝额头有个血管瘤
8812,1,医生建议到重庆去打那个什么针
12658,11,刚开始在肚子上长了一个为什么后来在脑袋上又长了一个
6903,1,2年了
2814,6,不想手术
8868,2,两个月零20天，在嘴唇上唇左边唇尖
1600,2,左侧肩下
3407,0,没有，刚出月子，没活动
1895,3,你微信多少我加你
7757,1,69岁 已经有五年了
9885,5,黄疸没下去 可以做血管瘤么
12014,0,出生半个月
11340,2,小腿，一个小红点
6743,2,耳廓里面
9756,4,大约费用多少？
7333,0,最近换了一个化妆品出现的
13692,1,刚发现一个月做的彩超
8773,2,眼睛底下
140,7,这毛病能手术治疗嘛
2429,2,宝宝上唇
8430,0,没去医院检查呢
6401,2,长在嘴唇上
1972,0,赵梓皓
14135,1,十年前治疗过没有复发
13563,7,大人肝血管瘤6点多大需要手术吗
14039,5,这种病可以干重活吗
315,2,右肾异位
1563,6,你这个医院有办法吗
7529,2,左眼睛下面，一个小红包
9365,2,靠近腋下
7435,2,青色吧
13877,2,红色的，新生儿
7608,6,打什么针，打在哪
8510,2,大约高粱米粒那么大
14133,5,小鸡这块有可能是红斑也有可能是血管瘤吗
11906,2,红色的印，也没有突出
7718,2,长在大母手和二手指中间
10515,0,比较严重吗
6642,2,硬币大小
1477,0,李佳顺
4448,5,血管瘤是怎么形成的？谢谢
2059,2,宝宝   头部
13682,1,大概有3个月
5872,2,5.4公分大人
7243,2,黄豆大小
10945,2,成人手指上
8621,2,长在眼睛
4947,3,明白，那你微信多少，我稍后加你
3201,0,你是那个医院
1602,2,感觉像骨头那种有点硬
11217,2,手掌上
4765,2,深红色有小疙瘩
8512,2,微微高于正常皮肤
1874,0,李兆熙
7622,16,有没有嚒的药
380,2,红色就像湿疹似的小颗粒状
13075,1,女孩5个多月
4270,2,挺长时间
9717,6,怎么治疗，宝宝早产一个月，多大是治疗最佳时间
2001,6,用激光治疗过，但没完全好，我想咨询一下，你们医院用什么方法治疗
3455,3,额-_-||我不玩微信
9305,6,药物，还是激光
1383,2,八个月，红点鼓起来了
7866,1,今天去的检查没有确诊就说待排查
4515,2,表面是一点都没有了
1033,4,是大人，在肝上有0.6大血管瘤作手术费用是多少
1117,5,"我想咨询""扳指皮肤的瘢痕瘤"""
5103,2,晚上有点发青
12563,2,红色的胎记
5134,2,颜色是青色的
3834,4,孩子几天能好，多少钱
1529,1,两个月，红色的
13089,2,新生儿，眼皮
10369,1,女性'二三十年了长在脚脖子里面了
4144,2,刚有点红
9277,5,血管瘤什么症状
3993,2,男宝 肿了 高于正常皮肤
5554,2,我女儿的是凸出来的，
12322,2,暗红 两天前
13859,2,颜色深了面积大了，突出
13226,2,手指上面儿长个血管儿瘤。
11851,6,噢噢 像她这种怎么办  怎么治疗呢
3153,6,是血管瘤该怎么治疗呢
10944,2,下嘴唇半个嘴唇
2256,2,舌血管瘤
11129,3,好，我加你微信
1325,2,嗯，明显凸起一块
4084,1,后来孩子住院，输液，在保温箱里，送回来时，胳膊上有一处，护士打针按的清的印记，后来此处就变成现在这样了
6472,0,今天过去
9060,2,几个月宝宝后背发现血管瘤
13191,6,我是成人，在脸上长有胎记并起血瘤，面积挺大，不知能治不.
10151,2,现在有点长大了，生出来有点印记一样，淡淡的
4529,1,女宝，出生时就有，淡黑色孩子的小脚趾甲盖大小，现在10个月，最近才发现，变黑变大了一点
6476,0,不会有任何影响
10881,2,大人血管瘤在唇部
5363,2,现在半个脸都是了
1362,2,肉色的
6213,2,现在有黄豆粒大
4685,1,发现有两年了
3128,17,假如明天去医院能否治疗入院呢
11866,2,就是血管瘤
11324,2,舌头底部
3949,1,16年发现
8203,2,草莓形血管瘤
5646,2,眼部下方
13993,7,对！这种情况需要手术治疗吗
4502,16,外用什么药好
5907,0,噶哈呢
2774,0,陈梦龙
2221,0,锦州市的
5785,2,在头发里
2127,0,明天去 大概下午2点到
1647,5,血管瘤和胎记有什么差别吗？
79,1,是的 不是很明显 小孩3个月时候查出来的
4673,2,头上的都在头发里
3557,4,我想知道治疗费用
5297,2,婴儿，头顶
7571,3,我加一下你吧😊她是农村的，不怎么会呀
12406,1,感觉应该两年了吧，挺久的了，我也记不住了
1366,2,是面部人中旁边
1533,2,嗯 还有11个月大宝宝 额头有个红点 不知道是不是胎记
3590,2,看起来像小点点
4717,2,两厘米那样
5529,2,在下巴
1053,0,杨思淼
6609,2,已经肿了一个包
5181,2,脸部红
8456,3,1308931****
7663,0,赵美希
13326,2,就像草莓形
7259,5,你好，我孩子出生时就发现脖子后面长个血管瘤，在9个多月时在齐齐哈尔203医院做的同类素照射，后续又做了一次，孩子今年15岁了，做过的地方还是会结痂，要是把结的痂扣掉就会出血，请问这是没治好吗，需要去医院复查吗
9883,1,是上学时磕了下，磕完了好了，年前颜色又重了
2081,2,肚子严重
10777,2,腰3锥体血管瘤
9465,2,脸上，有红血丝
7382,0,魏盛昱
2111,2,鼻子右面
9602,2,蔓状血管瘤
6894,2,红色草莓状，高于皮肤
10789,2,有液体包
2022,0,全部是自费
10767,2,头皮，脑门屁股
12161,2,小时候不这么大面积随着年龄也大了
3057,2,就那有点红
6522,2,在后背的位置
7814,2,长在腿上脚上都有
4259,2,皮肤上
11602,2,突起一点
10981,2,我的血管瘤在子宫下面
10146,2,胸前胸前壁
6092,2,2个cm吧，，表面几个红点，大的一个3mm，关键是皮下有啊，看上去呈蓝色的！能触到多个小的硬结靠近胸骨那侧可见有血管相连的样子，宝宝哭闹时明显可得见。
11748,2,男孩 凸起
3964,2,膝盖内侧，血红的颜色
8215,2,小时候太阳穴碰过后来好了，前几天又鼓了个大包
5800,2,凸起的男宝
11254,2,好几个小块
4165,2,辽宁葫芦岛的 他出生半个月左右吧 然后洗头发看见头皮有红色的像记一样
7332,2,孩子的胳膊上
2780,2,正常颜色
2466,2,长在一条腿和脚上面
9449,20,为什么不能吃辣
7050,2,有点痒
8830,2,肝上血管瘤10x 10 m m
4963,2,肩膀和脖子中间处
3437,1,81了，有五六年了
3501,2,手背，手指根也有
9959,2,有点蓝色
4094,2,左眼上眼皮
2045,6,那怎么做
1484,5,左胳膊上有疑是血管瘤
9436,3,还有没有其他的电话
3444,2,就是最近两天，感觉有一点点跳的感觉。
12205,2,1厘米左右
7132,5,血管瘤是癌症吗
13348,2,未满一个月，患处在脖子上方挨着后脑勺部位
3254,2,腿的根部
9665,2,长在眉毛上了。
3166,0,姜芊卉
4327,2,49岁，患处肤色基本正常，略偏青色，大小1.5厘米左右
13133,2,舌头下面肿了
4650,2,黄豆大一点，暗红色
1689,2,好像比之前大了
1151,8,地址发一下呗
4768,2,跟皮肤一平
1699,5,血管瘤严重吗
8208,2,40岁，红色
5010,2,红色，稍微高出皮肤了
11303,2,1红色的
14229,2,三毫米
10744,6,那怎么办呢？
5760,2,耳朵部位
10645,2,耳朵后面
9095,0,张龙彪
18,2,脸新生儿
10217,2,85   头部左侧
8781,0,我刚才发信息了请输入您的微信号
3190,1,没做过检查
10352,2,女孩子  突的
6749,2,头部都烂了
9930,2,脸上的才有个小红点
2875,0,敷麻药，激光
3719,5,医生说是血管瘤不知道危害大吗
748,2,在皮肤里红色的
4608,2,还没有豆粒大那三个
5621,5,"有什么危害吗
血管瘤"
11735,2,红色的，现在有0.5的大小
7890,1,我之前去过你家
487,2,孩子脸上长了一个血管瘤之类的东西
4201,1,头一个月检查阴道窟窿上皮血管瘤
11207,2,发现的时候是皮肤一平的，现在有点突出了
9737,2,新生儿血管瘤有特别小的么
11031,1,在我七，八岁的时候，就一个，而且很小，现在四十多年了，但是随着年龄的增长，它也长，现在四，五个，
529,5,你好我想问一下，脸上有个血泡肉瘤破了就出血止不住，是什么病
6191,3,那我明天拍图加医生微信可以吗
7086,0,不是三十多女
1656,2,脖子下面红色凸起
13321,1,五年了最近长了一点点
501,7,"还没治疗，心,须手术吗？"
10745,1,建议住院吃药
7537,0,孙若溪
4343,1,我脑梗二年多了吧现在左侧肢体不灵活腿沉脚麻凉疼咋办啊
2069,2,抹药膏
4261,2,大人有血管瘤，在右小腿肚子
372,0,比如说话会怎么想
4640,4,这个治疗费用是多少
8062,1,吃药治疗的
13157,5,像红斑，是血管瘤吗
1983,6,宝宝九个月口腔血管瘤，是需要怎么治疗
67,2,在脚趾
5771,0,3个月多点的男婴儿
2724,16,孩子出生后两天长的，面积大，住院治疗后，一直吃药，这两天一块，想问一下抹什么药
3112,2,红色。 现在平时不深。一哭就深。平的。
9507,6,喔，那怎么治疗？我听朋友说。有个眼药水可以去掉。
7742,2,摸起来有一点
1894,6,他76啦，在长在尿道旁边，请问医生有用啥方法好
10296,2,长在背部就脊椎骨上
5839,13,预约下午三点
4430,2,右顶叶
13360,3,1384114****微信号
1766,5,孩子最早多大治疗
2794,2,一个小硬包
3737,2,不是血管瘤是睑黄瘤
2343,2,36天的宝宝，鲜红色，大指甲大的面积
1704,2,在左侧腰那块
3061,2,整个牙龈部位都有，影响到咀嚼了，红色
6480,2,长在脖子上
572,1,"具体不知道，
31，6.7年了"
11976,12,一般性血管瘤有危险吗
2342,6,有什么治疗方法
9744,2,说是胎记
1871,1,男孩，今天去医院了！说是血管瘤
2030,2,女孩。2个月
2383,5,我家这个严重吗
3980,0,孩子，才5个月
1592,2,红色，黄豆粒大小
11719,2,两个内眼角皮上
7077,0,两岁半女
9978,2,张在脸上
13323,1,生下来没有，五六天出现的！不知道是什么！
13324,2,头血管瘤
12720,4,我想请问一下治疗费很高吗
11437,2,3个月，红色
5671,2,凸出的
10877,4,那需要花钱么？
11811,0,怎么样
3523,2,草莓型
5013,2,是光滑的
2420,1,大概1个月吧
4130,2,成人脖子上
8229,2,四个月孩子红色的
1047,2,7岁，在左手中指指关节处
13967,2,红。一厘米
2138,2,长在肩上
8077,1,6个多月
1412,2,就是脖子两侧，一歪脖子就有一块鼓个小青包，血管那块
13646,2,小豆粒那么大，随着年龄在长，所以想做掉
10690,2,口部右手大拇指
1747,2,舍头上
7157,0,就这几天
13856,2,男性，有点红紫色
9387,2,半个手指
102,2,宝宝脸上
5643,2,孩子，后背
5748,6,他们的治疗方法一样吗
5536,2,脸部耳朵下前方
2826,2,纵膈包绕大动脉大血管
1816,0,106天的女孩
6507,9,应该怎么检查?
7849,2,宝宝是宝宝 在小腿外侧
8284,11,孩子出生长血管瘤什么原因造成的
5048,6,海绵壮血管瘤怎么治疗女性
1795,0,但是现在大了
6075,2,血管瘤
12861,2,后背脊椎
1091,2,一厘米大小
6998,2,在膝盖以下位置
739,2,"小孩脸上有一个3,4豪米凸起红色小包破了出血"
8935,3,方便加微信吗
8783,2,吸收了一些 没有完全吸收
8998,2,高于皮肤啦
13256,2,长在腿上身上可能也有
10287,0,现在要去上班
221,1,20个月，不到一个月
3397,4,血管瘤按什么收费
9034,2,高出皮夫厘米多
241,0,出生以后
7842,2,软软的
10408,2,在脸和脖耳朵
2278,2,成人   背后    出血不止
7596,1,拍彩超担心对孩子大脑有影响，说让3岁之后在看，日常注意观察有没有长大
8359,1,已经做完手术了
4190,2,是胎记还是血管瘤
1527,2,好像有点青
2323,6,通常怎样治疗呢
6123,10,"我想咨询""脸部动静脉畸形的治愈率"""
1291,2,有鹅蛋那么大
5229,2,后脖子上头底部，刚出声皮肤小片红，现在皮肤有包块。孩子11岁
4422,2,一块钱硬币大小
6909,4,孩子，做微创多少钱
6856,2,一生日。红色
9804,2,新生儿太阳穴位置有一块儿红
4241,1,14个月两个太阳穴
13918,0,出生半个月发现的
6208,8,你家是不是离陆军总院挺近的？
5186,0,没有 才2月
9122,5,3个月 腰部 是血管瘤吗
9262,2,看着像红血丝
1328,5,眼皮上面，出生就有，现在九个月了，有时候有有时候就没有了，以后自己会好吗？
2372,5,我女儿脖子上道下巴有条血管清楚可见请问是不是血管瘤
12908,2,红色的！
13329,1,女的   五年前手术过一回
12249,2,是十七岁的姑娘，腿部肌肉血管瘤
12266,2,高出了
3904,1,以前做过冷冻不好使
4391,3,刚才微信号再麻烦您再发一次
6834,2,有小手指甲大
9647,0,2个多月，男孩。
10107,1,没去医院，有大夫朋友说是血管瘤还是血管痣啊
11575,1,我自己，一星期左右
11948,8,你医院具体位置在哪
10059,2,孩子，在屁股附近
11266,2,现在越来越大，有一元硬币大小，是深红色的，
11176,2,后背  腿上 肚皮上都是
9723,3,你女儿的电话或者微信有吗？
373,1,近两年
10901,2,表面看不出来，手摸皮肤表面能感觉一小块包
12289,6,多发性肝布血管瘤，已经做了二次介入了，现在又长到4点多了，大夫怎么办
